dataset_id,strain,biosample,assembly_accession,genbank_accession,refseq_accession,wgs_accession,assembly_level,coverage,contig_n50,total_length,ftp_genbank,ftp_refseq
US_MAYO_2025,HP_432,SAMN47587926,GCF_051540425.1,GCA_051540425.1,GCF_051540425.1,JBNMXP01,Contig,1661.48,115770,1648404,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/425/GCA_051540425.1_ASM5154042v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/425/GCF_051540425.1_ASM5154042v1
US_MAYO_2025,HP_433,SAMN47587927,GCF_051540405.1,GCA_051540405.1,GCF_051540405.1,JBNMXO01,Contig,1437.54,103344,1553352,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/405/GCA_051540405.1_ASM5154040v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/405/GCF_051540405.1_ASM5154040v1
US_MAYO_2025,HP_434,SAMN47587928,GCF_051540385.1,GCA_051540385.1,GCF_051540385.1,JBNMXN01,Contig,1581.02,244693,1596909,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/385/GCA_051540385.1_ASM5154038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/385/GCF_051540385.1_ASM5154038v1
US_MAYO_2025,HP_435,SAMN47587929,GCF_051540365.1,GCA_051540365.1,GCF_051540365.1,JBMMPL01,Contig,1544.44,105815,1636049,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/365/GCA_051540365.1_ASM5154036v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/365/GCF_051540365.1_ASM5154036v1
US_MAYO_2025,HP_436,SAMN47587930,GCF_051540345.1,GCA_051540345.1,GCF_051540345.1,JBNMXM01,Contig,3401.98,77104,1687943,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/345/GCA_051540345.1_ASM5154034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/345/GCF_051540345.1_ASM5154034v1
US_MAYO_2025,HP_437,SAMN47587931,GCF_051540325.1,GCA_051540325.1,GCF_051540325.1,JBNMXL01,Contig,1543.32,191791,1636213,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/325/GCA_051540325.1_ASM5154032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/325/GCF_051540325.1_ASM5154032v1
US_MAYO_2025,HP_438,SAMN47587932,GCF_051540305.1,GCA_051540305.1,GCF_051540305.1,JBNMXK01,Contig,1729.71,106761,1620686,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/305/GCA_051540305.1_ASM5154030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/305/GCF_051540305.1_ASM5154030v1
US_MAYO_2025,HP_439,SAMN47587933,GCF_051540285.1,GCA_051540285.1,GCF_051540285.1,JBNMXJ01,Contig,1375.23,121076,1599238,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/285/GCA_051540285.1_ASM5154028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/285/GCF_051540285.1_ASM5154028v1
US_MAYO_2025,HP_444,SAMN47587935,GCF_051540265.1,GCA_051540265.1,GCF_051540265.1,JBMMPK01,Contig,1121.1,66017,1600010,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/265/GCA_051540265.1_ASM5154026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/265/GCF_051540265.1_ASM5154026v1
US_MAYO_2025,HP_441,SAMN47587934,GCF_051540245.1,GCA_051540245.1,GCF_051540245.1,JBNMXI01,Contig,1391.57,116081,1585025,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/245/GCA_051540245.1_ASM5154024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/245/GCF_051540245.1_ASM5154024v1
US_MAYO_2025,HP_445,SAMN47587936,GCF_051540225.1,GCA_051540225.1,GCF_051540225.1,JBNMXH01,Contig,1378.16,62492,1593781,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/225/GCA_051540225.1_ASM5154022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/225/GCF_051540225.1_ASM5154022v1
US_MAYO_2025,HP_447,SAMN47587938,GCF_051540205.1,GCA_051540205.1,GCF_051540205.1,JBNMXF01,Contig,1359.56,95204,1612488,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/205/GCA_051540205.1_ASM5154020v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/205/GCF_051540205.1_ASM5154020v1
US_MAYO_2025,HP_446,SAMN47587937,GCF_051540185.1,GCA_051540185.1,GCF_051540185.1,JBNMXG01,Contig,1324.56,54398,1627311,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/185/GCA_051540185.1_ASM5154018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/185/GCF_051540185.1_ASM5154018v1
US_MAYO_2025,HP_448,SAMN47587939,GCF_051540165.1,GCA_051540165.1,GCF_051540165.1,JBNMXE01,Contig,1134.93,29346,1582286,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/165/GCA_051540165.1_ASM5154016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/165/GCF_051540165.1_ASM5154016v1
US_MAYO_2025,HP_449,SAMN47587940,GCF_051540145.1,GCA_051540145.1,GCF_051540145.1,JBNMXD01,Contig,1233.45,109029,1604949,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/145/GCA_051540145.1_ASM5154014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/145/GCF_051540145.1_ASM5154014v1
US_MAYO_2025,HP_454,SAMN47587942,GCF_051540125.1,GCA_051540125.1,GCF_051540125.1,JBNMXB01,Contig,1131.08,239185,1584888,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/125/GCA_051540125.1_ASM5154012v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/125/GCF_051540125.1_ASM5154012v1
US_MAYO_2025,HP_451,SAMN47587941,GCF_051540105.1,GCA_051540105.1,GCF_051540105.1,JBNMXC01,Contig,1587.08,49718,1659738,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/105/GCA_051540105.1_ASM5154010v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/105/GCF_051540105.1_ASM5154010v1
US_MAYO_2025,HP_455,SAMN47587943,GCF_051540085.1,GCA_051540085.1,GCF_051540085.1,JBNMXA01,Contig,1055.45,64191,1556861,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/085/GCA_051540085.1_ASM5154008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/085/GCF_051540085.1_ASM5154008v1
US_MAYO_2025,HP_459,SAMN47587945,GCF_051540065.1,GCA_051540065.1,GCF_051540065.1,JBNMWZ01,Contig,1232.78,100214,1582708,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/065/GCA_051540065.1_ASM5154006v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/065/GCF_051540065.1_ASM5154006v1
US_MAYO_2025,HP_458,SAMN47587944,GCF_051540045.1,GCA_051540045.1,GCF_051540045.1,JBMMPJ01,Contig,1239.59,110473,1629596,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/045/GCA_051540045.1_ASM5154004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/045/GCF_051540045.1_ASM5154004v1
US_MAYO_2025,HP_462,SAMN47587946,GCF_051540025.1,GCA_051540025.1,GCF_051540025.1,JBNMWY01,Contig,1491.23,47511,1573950,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/025/GCA_051540025.1_ASM5154002v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/025/GCF_051540025.1_ASM5154002v1
US_MAYO_2025,HP_463,SAMN47587947,GCF_051540005.1,GCA_051540005.1,GCF_051540005.1,JBNMWX01,Contig,1023.23,140809,1663746,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/540/005/GCA_051540005.1_ASM5154000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/540/005/GCF_051540005.1_ASM5154000v1
US_MAYO_2025,HP_465,SAMN47587948,GCF_051539985.1,GCA_051539985.1,GCF_051539985.1,JBNMWW01,Contig,1381.32,54070,1586958,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/985/GCA_051539985.1_ASM5153998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/985/GCF_051539985.1_ASM5153998v1
US_MAYO_2025,HP_466,SAMN47587949,GCF_051539965.1,GCA_051539965.1,GCF_051539965.1,JBMMPI01,Contig,1188.98,87205,1631632,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/965/GCA_051539965.1_ASM5153996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/965/GCF_051539965.1_ASM5153996v1
US_MAYO_2025,HP_469,SAMN47587950,GCF_051539945.1,GCA_051539945.1,GCF_051539945.1,JBMMPH01,Contig,1131.28,130670,1576226,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/945/GCA_051539945.1_ASM5153994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/945/GCF_051539945.1_ASM5153994v1
US_MAYO_2025,HP_470,SAMN47587951,GCF_051539925.1,GCA_051539925.1,GCF_051539925.1,JBNMWV01,Contig,1493.05,110637,1630639,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/925/GCA_051539925.1_ASM5153992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/925/GCF_051539925.1_ASM5153992v1
US_MAYO_2025,HP_471,SAMN47587952,GCF_051539905.1,GCA_051539905.1,GCF_051539905.1,JBMMPG01,Contig,1075.02,54689,1623802,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/905/GCA_051539905.1_ASM5153990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/905/GCF_051539905.1_ASM5153990v1
US_MAYO_2025,HP_473,SAMN47587953,GCF_051539885.1,GCA_051539885.1,GCF_051539885.1,JBNMWU01,Contig,1152.8,105835,1634440,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/885/GCA_051539885.1_ASM5153988v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/885/GCF_051539885.1_ASM5153988v1
US_MAYO_2025,HP_474,SAMN47587954,GCF_051539865.1,GCA_051539865.1,GCF_051539865.1,JBNMWT01,Contig,1100.34,113288,1623996,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/865/GCA_051539865.1_ASM5153986v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/865/GCF_051539865.1_ASM5153986v1
US_MAYO_2025,HP_475,SAMN47587955,GCF_051539845.1,GCA_051539845.1,GCF_051539845.1,JBNMWS01,Contig,1066.3,133403,1639407,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/845/GCA_051539845.1_ASM5153984v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/845/GCF_051539845.1_ASM5153984v1
US_MAYO_2025,HP_477,SAMN47587956,GCF_051539825.1,GCA_051539825.1,GCF_051539825.1,JBNMWR01,Contig,1039.85,134780,1593281,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/825/GCA_051539825.1_ASM5153982v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/825/GCF_051539825.1_ASM5153982v1
US_MAYO_2025,HP_478,SAMN47587957,GCF_051539805.1,GCA_051539805.1,GCF_051539805.1,JBNMWQ01,Contig,1050.94,21750,1621811,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/805/GCA_051539805.1_ASM5153980v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/805/GCF_051539805.1_ASM5153980v1
US_MAYO_2025,HP_479,SAMN47587958,GCF_051539785.1,GCA_051539785.1,GCF_051539785.1,JBNMWP01,Contig,1681.03,58371,1638489,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/785/GCA_051539785.1_ASM5153978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/785/GCF_051539785.1_ASM5153978v1
US_MAYO_2025,HP_480,SAMN47587959,GCF_051539765.1,GCA_051539765.1,GCF_051539765.1,JBNMWO01,Contig,1511.74,86261,1572741,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/765/GCA_051539765.1_ASM5153976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/765/GCF_051539765.1_ASM5153976v1
US_MAYO_2025,HP_481,SAMN47587960,GCF_051539745.1,GCA_051539745.1,GCF_051539745.1,JBNMWN01,Contig,1015.3,96113,1632915,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/745/GCA_051539745.1_ASM5153974v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/745/GCF_051539745.1_ASM5153974v1
US_MAYO_2025,HP_482,SAMN47587961,GCF_051539725.1,GCA_051539725.1,GCF_051539725.1,JBMMPF01,Contig,1037.05,61132,1599786,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/725/GCA_051539725.1_ASM5153972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/725/GCF_051539725.1_ASM5153972v1
US_MAYO_2025,HP_483,SAMN47587962,GCF_051539705.1,GCA_051539705.1,GCF_051539705.1,JBMMPE01,Contig,1172.8,62029,1599711,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/705/GCA_051539705.1_ASM5153970v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/705/GCF_051539705.1_ASM5153970v1
US_MAYO_2025,HP_484,SAMN47587963,GCF_051539685.1,GCA_051539685.1,GCF_051539685.1,JBNMWM01,Contig,1253.66,97250,1602241,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/685/GCA_051539685.1_ASM5153968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/685/GCF_051539685.1_ASM5153968v1
US_MAYO_2025,HP_485,SAMN47587964,GCF_051539665.1,GCA_051539665.1,GCF_051539665.1,JBNMWL01,Contig,997.798,39532,1605031,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/665/GCA_051539665.1_ASM5153966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/665/GCF_051539665.1_ASM5153966v1
US_MAYO_2025,HP_486,SAMN47587965,GCF_051539645.1,GCA_051539645.1,GCF_051539645.1,JBMMPD01,Contig,993.162,21095,1601641,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/645/GCA_051539645.1_ASM5153964v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/645/GCF_051539645.1_ASM5153964v1
US_MAYO_2025,HP_487,SAMN47587966,GCF_051539625.1,GCA_051539625.1,GCF_051539625.1,JBNMWK01,Contig,1316.11,72777,1621367,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/625/GCA_051539625.1_ASM5153962v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/625/GCF_051539625.1_ASM5153962v1
US_MAYO_2025,HP_491,SAMN47587967,GCF_051539605.1,GCA_051539605.1,GCF_051539605.1,JBMMPC01,Contig,1170.63,86029,1650844,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/605/GCA_051539605.1_ASM5153960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/605/GCF_051539605.1_ASM5153960v1
US_MAYO_2025,HP_494,SAMN47587969,GCF_051539585.1,GCA_051539585.1,GCF_051539585.1,JBNMWJ01,Contig,1062.69,53956,1630375,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/585/GCA_051539585.1_ASM5153958v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/585/GCF_051539585.1_ASM5153958v1
US_MAYO_2025,HP_492,SAMN47587968,GCF_051539565.1,GCA_051539565.1,GCF_051539565.1,JBMMPB01,Contig,1539.73,86144,1595864,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/565/GCA_051539565.1_ASM5153956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/565/GCF_051539565.1_ASM5153956v1
US_MAYO_2025,HP_498,SAMN47587970,GCF_051539545.1,GCA_051539545.1,GCF_051539545.1,JBNMWI01,Contig,1194.2,113641,1591894,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/545/GCA_051539545.1_ASM5153954v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/545/GCF_051539545.1_ASM5153954v1
US_MAYO_2025,HP_499,SAMN47587971,GCF_051539525.1,GCA_051539525.1,GCF_051539525.1,JBMMPA01,Contig,1000.98,108615,1619840,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/525/GCA_051539525.1_ASM5153952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/525/GCF_051539525.1_ASM5153952v1
US_MAYO_2025,HP_501,SAMN47587972,GCF_051539505.1,GCA_051539505.1,GCF_051539505.1,JBNMWH01,Contig,1096.38,82598,1630388,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/505/GCA_051539505.1_ASM5153950v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/505/GCF_051539505.1_ASM5153950v1
US_MAYO_2025,HP_502,SAMN47587973,GCF_051539485.1,GCA_051539485.1,GCF_051539485.1,JBMMOZ01,Contig,1373.85,159288,1569573,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/485/GCA_051539485.1_ASM5153948v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/485/GCF_051539485.1_ASM5153948v1
US_MAYO_2025,HP_503,SAMN47587974,GCF_051539465.1,GCA_051539465.1,GCF_051539465.1,JBMMOY01,Contig,1256.1,91899,1574800,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/465/GCA_051539465.1_ASM5153946v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/465/GCF_051539465.1_ASM5153946v1
US_MAYO_2025,HP_504,SAMN47587975,GCF_051539445.1,GCA_051539445.1,GCF_051539445.1,JBMMOX01,Contig,905.675,21009,1591976,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/445/GCA_051539445.1_ASM5153944v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/445/GCF_051539445.1_ASM5153944v1
US_MAYO_2025,HP_505,SAMN47587976,GCF_051539425.1,GCA_051539425.1,GCF_051539425.1,JBMMOW01,Contig,947.842,62218,1613360,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/425/GCA_051539425.1_ASM5153942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/425/GCF_051539425.1_ASM5153942v1
US_MAYO_2025,HP_506,SAMN47587977,GCF_051539405.1,GCA_051539405.1,GCF_051539405.1,JBMMOV01,Contig,1314.3,39663,1626244,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/405/GCA_051539405.1_ASM5153940v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/405/GCF_051539405.1_ASM5153940v1
US_MAYO_2025,HP_508,SAMN47587978,GCF_051539385.1,GCA_051539385.1,GCF_051539385.1,JBNMWG01,Contig,1059.98,108423,1596087,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/385/GCA_051539385.1_ASM5153938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/385/GCF_051539385.1_ASM5153938v1
US_MAYO_2025,HP_509,SAMN47587979,GCF_051539365.1,GCA_051539365.1,GCF_051539365.1,JBMMOU01,Contig,1005.46,108280,1594713,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/365/GCA_051539365.1_ASM5153936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/365/GCF_051539365.1_ASM5153936v1
US_MAYO_2025,HP_510,SAMN47587980,GCF_051539345.1,GCA_051539345.1,GCF_051539345.1,JBNMWF01,Contig,989.109,91588,1608220,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/345/GCA_051539345.1_ASM5153934v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/345/GCF_051539345.1_ASM5153934v1
US_MAYO_2025,HP_511,SAMN47587981,GCF_051539325.1,GCA_051539325.1,GCF_051539325.1,JBNMWE01,Contig,1487.54,91046,1629521,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/325/GCA_051539325.1_ASM5153932v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/325/GCF_051539325.1_ASM5153932v1
US_MAYO_2025,HP_513,SAMN47587982,GCF_051539305.1,GCA_051539305.1,GCF_051539305.1,JBNMWD01,Contig,1238.97,80608,1639215,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/305/GCA_051539305.1_ASM5153930v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/305/GCF_051539305.1_ASM5153930v1
US_MAYO_2025,HP_514,SAMN47587983,GCF_051539275.1,GCA_051539275.1,GCF_051539275.1,JBNMWC01,Contig,999.741,78399,1567954,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/275/GCA_051539275.1_ASM5153927v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/275/GCF_051539275.1_ASM5153927v1
US_MAYO_2025,HP_515,SAMN47587984,GCF_051539265.1,GCA_051539265.1,GCF_051539265.1,JBNMWB01,Contig,934.097,142430,1553458,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/265/GCA_051539265.1_ASM5153926v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/265/GCF_051539265.1_ASM5153926v1
US_MAYO_2025,HP_516,SAMN47587985,GCF_051539245.1,GCA_051539245.1,GCF_051539245.1,JBNMWA01,Contig,1281.33,105206,1564793,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/245/GCA_051539245.1_ASM5153924v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/245/GCF_051539245.1_ASM5153924v1
US_MAYO_2025,HP_518,SAMN47587986,GCF_051539225.1,GCA_051539225.1,GCF_051539225.1,JBMMOT01,Contig,1023.17,82199,1611478,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/225/GCA_051539225.1_ASM5153922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/225/GCF_051539225.1_ASM5153922v1
US_MAYO_2025,HP_519,SAMN47587987,GCF_051539205.1,GCA_051539205.1,GCF_051539205.1,JBNMVZ01,Contig,1319.7,76276,1650117,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/205/GCA_051539205.1_ASM5153920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/205/GCF_051539205.1_ASM5153920v1
US_MAYO_2025,HP_521,SAMN47587988,GCF_051539185.1,GCA_051539185.1,GCF_051539185.1,JBNMVY01,Contig,1052.03,117607,1642886,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/185/GCA_051539185.1_ASM5153918v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/185/GCF_051539185.1_ASM5153918v1
US_MAYO_2025,HP_523,SAMN47587989,GCF_051539165.1,GCA_051539165.1,GCF_051539165.1,JBMMOS01,Contig,1291.48,116101,1593456,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/165/GCA_051539165.1_ASM5153916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/165/GCF_051539165.1_ASM5153916v1
US_MAYO_2025,HP_526,SAMN47587990,GCF_051539135.1,GCA_051539135.1,GCF_051539135.1,JBMMOR01,Contig,795.592,70076,1584048,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/135/GCA_051539135.1_ASM5153913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/135/GCF_051539135.1_ASM5153913v1
US_MAYO_2025,HP_527,SAMN47587991,GCF_051539125.1,GCA_051539125.1,GCF_051539125.1,JBNMVX01,Contig,892.222,107523,1580357,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/125/GCA_051539125.1_ASM5153912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/125/GCF_051539125.1_ASM5153912v1
US_MAYO_2025,HP_529,SAMN47587992,GCF_051539105.1,GCA_051539105.1,GCF_051539105.1,JBNMVW01,Contig,1503.36,102580,1614091,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/105/GCA_051539105.1_ASM5153910v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/105/GCF_051539105.1_ASM5153910v1
US_MAYO_2025,HP_530,SAMN47587993,GCF_051539075.1,GCA_051539075.1,GCF_051539075.1,JBNMVV01,Contig,1018.65,94247,1617926,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/075/GCA_051539075.1_ASM5153907v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/075/GCF_051539075.1_ASM5153907v1
US_MAYO_2025,HP_531,SAMN47587994,GCF_051539065.1,GCA_051539065.1,GCF_051539065.1,JBMMOQ01,Contig,1011.38,74052,1613654,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/065/GCA_051539065.1_ASM5153906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/065/GCF_051539065.1_ASM5153906v1
US_MAYO_2025,HP_532,SAMN47587995,GCF_051539045.1,GCA_051539045.1,GCF_051539045.1,JBNMVU01,Contig,1210.64,79846,1599474,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/045/GCA_051539045.1_ASM5153904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/045/GCF_051539045.1_ASM5153904v1
US_MAYO_2025,HP_533,SAMN47587996,GCF_051539025.1,GCA_051539025.1,GCF_051539025.1,JBNMVT01,Contig,935.136,78332,1655025,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/025/GCA_051539025.1_ASM5153902v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/025/GCF_051539025.1_ASM5153902v1
US_MAYO_2025,HP_534,SAMN47587997,GCF_051539005.1,GCA_051539005.1,GCF_051539005.1,JBNMVS01,Contig,987.345,95147,1643075,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/539/005/GCA_051539005.1_ASM5153900v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/539/005/GCF_051539005.1_ASM5153900v1
